,mean_fit_time,mean_score_time,mean_test_score,param_C,params,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,std_fit_time,std_score_time,std_test_score,subgenre_level,class1,class2,repetition
3,0.007638955116271972,0.001093888282775879,0.7554945054945055,1000,{'C': 1000},1,0.7142857142857143,0.6428571428571429,0.7857142857142857,0.6428571428571429,0.6923076923076923,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.6153846153846154,0.9230769230769231,0.00015641616007893618,2.906428093434656e-05,0.10778897881336842,subgenre-theme,novela histórica,other,9
0,0.005111384391784668,0.0009239912033081055,0.5799999999999998,1,{'C': 1},1,0.4,0.6,0.3,0.6,0.6,0.7,0.8,0.7,0.6,0.5,7.822506313675212e-05,3.1287794676845826e-05,0.14,subgenre-theme,novela sentimental,novela de costumbres,0
1,0.005118846893310547,0.0009328842163085938,0.5799999999999998,10,{'C': 10},1,0.4,0.6,0.3,0.6,0.6,0.7,0.8,0.7,0.6,0.5,0.00011780199022941232,5.5631163006503515e-05,0.14,subgenre-theme,novela sentimental,novela de costumbres,0
2,0.005080699920654297,0.0009153842926025391,0.5799999999999998,100,{'C': 100},1,0.4,0.6,0.3,0.6,0.6,0.7,0.8,0.7,0.6,0.5,6.7490905423541e-05,1.4516617930411405e-05,0.14,subgenre-theme,novela sentimental,novela de costumbres,0
3,0.005068492889404297,0.0009053945541381836,0.5799999999999998,1000,{'C': 1000},1,0.4,0.6,0.3,0.6,0.6,0.7,0.8,0.7,0.6,0.5,5.3229509454322093e-05,1.4960932065792581e-05,0.14,subgenre-theme,novela sentimental,novela de costumbres,0
0,0.005066013336181641,0.0009283781051635742,0.5900000000000001,1,{'C': 1},1,0.6,0.5,0.4,0.6,0.6,0.7,0.8,0.7,0.5,0.5,8.75855369642197e-05,3.292118584248459e-05,0.11357816691600546,subgenre-theme,novela sentimental,novela de costumbres,1
1,0.005039668083190918,0.000917363166809082,0.5900000000000001,10,{'C': 10},1,0.6,0.5,0.4,0.6,0.6,0.7,0.8,0.7,0.5,0.5,6.425028598458586e-05,1.1962365613639582e-05,0.11357816691600546,subgenre-theme,novela sentimental,novela de costumbres,1
2,0.005051016807556152,0.0009103298187255859,0.5900000000000001,100,{'C': 100},1,0.6,0.5,0.4,0.6,0.6,0.7,0.8,0.7,0.5,0.5,5.090303666256758e-05,1.7605496886695914e-05,0.11357816691600546,subgenre-theme,novela sentimental,novela de costumbres,1
3,0.0050583362579345705,0.0009242534637451172,0.5900000000000001,1000,{'C': 1000},1,0.6,0.5,0.4,0.6,0.6,0.7,0.8,0.7,0.5,0.5,7.931421817524994e-05,2.1963307921926136e-05,0.11357816691600546,subgenre-theme,novela sentimental,novela de costumbres,1
0,0.005043387413024902,0.0009198904037475586,0.61,1,{'C': 1},1,0.6,0.6,0.3,0.8,0.5,0.7,0.8,0.7,0.6,0.5,8.853584932804703e-05,2.7234259057550728e-05,0.14456832294800961,subgenre-theme,novela sentimental,novela de costumbres,2
1,0.005041050910949707,0.0009174108505249024,0.61,10,{'C': 10},1,0.6,0.6,0.3,0.8,0.5,0.7,0.8,0.7,0.6,0.5,8.063653663085601e-05,1.6012945066571304e-05,0.14456832294800961,subgenre-theme,novela sentimental,novela de costumbres,2
2,0.005159401893615722,0.0009456157684326171,0.61,100,{'C': 100},1,0.6,0.6,0.3,0.8,0.5,0.7,0.8,0.7,0.6,0.5,0.0003567187428384455,5.731552888789842e-05,0.14456832294800961,subgenre-theme,novela sentimental,novela de costumbres,2
3,0.005006480216979981,0.000916147232055664,0.61,1000,{'C': 1000},1,0.6,0.6,0.3,0.8,0.5,0.7,0.8,0.7,0.6,0.5,7.224043997102489e-05,2.3981685687266972e-05,0.14456832294800961,subgenre-theme,novela sentimental,novela de costumbres,2
0,0.005079936981201172,0.000919961929321289,0.57,1,{'C': 1},1,0.6,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,7.846100063219294e-05,2.410769082374809e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,3
1,0.005041813850402832,0.0009081840515136718,0.57,10,{'C': 10},1,0.6,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,6.134871410307356e-05,1.8879018279674503e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,3
2,0.005045580863952637,0.000914454460144043,0.57,100,{'C': 100},1,0.6,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,5.3569959582046365e-05,2.4021958560415544e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,3
3,0.005048584938049316,0.0009118080139160156,0.57,1000,{'C': 1000},1,0.6,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,6.450498704991922e-05,1.6016050876793464e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,3
0,0.005085802078247071,0.0009325504302978516,0.57,1,{'C': 1},1,0.5,0.6,0.3,0.7,0.5,0.7,0.7,0.7,0.5,0.5,7.665816926829839e-05,2.644538191565869e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,4
1,0.005031609535217285,0.0008995294570922852,0.57,10,{'C': 10},1,0.5,0.6,0.3,0.7,0.5,0.7,0.7,0.7,0.5,0.5,7.964268698554416e-05,2.1189618042934325e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,4
2,0.0050693988800048825,0.0009322881698608399,0.57,100,{'C': 100},1,0.5,0.6,0.3,0.7,0.5,0.7,0.7,0.7,0.5,0.5,0.00011151850062819583,9.24665233565507e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,4
3,0.005035305023193359,0.0009109973907470703,0.57,1000,{'C': 1000},1,0.5,0.6,0.3,0.7,0.5,0.7,0.7,0.7,0.5,0.5,8.193008781183885e-05,1.9662234368355177e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,4
0,0.005074882507324218,0.0009183168411254882,0.5799999999999998,1,{'C': 1},1,0.7,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,6.0572416061491793e-05,2.335432596088814e-05,0.132664991614216,subgenre-theme,novela sentimental,novela de costumbres,5
1,0.005047726631164551,0.0009232282638549805,0.5799999999999998,10,{'C': 10},1,0.7,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,3.277922526706094e-05,1.7299416176639332e-05,0.132664991614216,subgenre-theme,novela sentimental,novela de costumbres,5
2,0.00506589412689209,0.0009279012680053711,0.5799999999999998,100,{'C': 100},1,0.7,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,5.859458061743387e-05,2.4457714146333307e-05,0.132664991614216,subgenre-theme,novela sentimental,novela de costumbres,5
3,0.00505533218383789,0.0009162664413452148,0.5799999999999998,1000,{'C': 1000},1,0.7,0.6,0.3,0.6,0.4,0.7,0.7,0.7,0.6,0.5,6.149278754913432e-05,1.890298513110394e-05,0.132664991614216,subgenre-theme,novela sentimental,novela de costumbres,5
0,0.005150127410888672,0.0009305238723754883,0.6,1,{'C': 1},1,0.7,0.6,0.3,0.7,0.7,0.8,0.5,0.8,0.5,0.4,0.00017223153530269828,1.7069987726656377e-05,0.161245154965971,subgenre-theme,novela sentimental,novela de costumbres,6
1,0.005136466026306153,0.0009247779846191407,0.6,10,{'C': 10},1,0.7,0.6,0.3,0.7,0.7,0.8,0.5,0.8,0.5,0.4,0.00019209003184288321,1.5146542997841676e-05,0.161245154965971,subgenre-theme,novela sentimental,novela de costumbres,6
2,0.005119800567626953,0.0009275436401367188,0.6,100,{'C': 100},1,0.7,0.6,0.3,0.7,0.7,0.8,0.5,0.8,0.5,0.4,0.0001829110916896814,1.3885380147077105e-05,0.161245154965971,subgenre-theme,novela sentimental,novela de costumbres,6
3,0.005260252952575683,0.0009536504745483399,0.6,1000,{'C': 1000},1,0.7,0.6,0.3,0.7,0.7,0.8,0.5,0.8,0.5,0.4,0.00034994111334897245,5.2636370099340974e-05,0.161245154965971,subgenre-theme,novela sentimental,novela de costumbres,6
0,0.005114698410034179,0.0009281396865844727,0.57,1,{'C': 1},1,0.6,0.6,0.3,0.5,0.5,0.6,0.7,0.8,0.6,0.5,8.02329495413146e-05,1.3438625585545737e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,7
1,0.005099749565124512,0.0009325742721557617,0.57,10,{'C': 10},1,0.6,0.6,0.3,0.5,0.5,0.6,0.7,0.8,0.6,0.5,8.189964150623975e-05,2.5390011555483678e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,7
2,0.005083775520324707,0.0009255170822143555,0.57,100,{'C': 100},1,0.6,0.6,0.3,0.5,0.5,0.6,0.7,0.8,0.6,0.5,8.43107192581067e-05,2.185440207052068e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,7
3,0.00515141487121582,0.0009519100189208984,0.57,1000,{'C': 1000},1,0.6,0.6,0.3,0.5,0.5,0.6,0.7,0.8,0.6,0.5,0.00012034368548928828,8.529210654425508e-05,0.1268857754044952,subgenre-theme,novela sentimental,novela de costumbres,7
0,0.005107975006103516,0.0009281635284423828,0.56,1,{'C': 1},1,0.6,0.5,0.4,0.5,0.4,0.7,0.8,0.6,0.7,0.4,8.307710356226059e-05,2.8553150778031925e-05,0.13564659966250536,subgenre-theme,novela sentimental,novela de costumbres,8
1,0.00508568286895752,0.0009225845336914062,0.56,10,{'C': 10},1,0.6,0.5,0.4,0.5,0.4,0.7,0.8,0.6,0.7,0.4,7.4909770651157e-05,1.9743649685826364e-05,0.13564659966250536,subgenre-theme,novela sentimental,novela de costumbres,8
2,0.005089092254638672,0.0009300708770751953,0.56,100,{'C': 100},1,0.6,0.5,0.4,0.5,0.4,0.7,0.8,0.6,0.7,0.4,7.691132079605949e-05,2.301325994999727e-05,0.13564659966250536,subgenre-theme,novela sentimental,novela de costumbres,8
3,0.0051564455032348635,0.0009603738784790039,0.56,1000,{'C': 1000},1,0.6,0.5,0.4,0.5,0.4,0.7,0.8,0.6,0.7,0.4,0.00017092164747600525,0.00010431522345254152,0.13564659966250536,subgenre-theme,novela sentimental,novela de costumbres,8
0,0.005081462860107422,0.0009279012680053711,0.63,1,{'C': 1},1,0.7,0.6,0.3,0.7,0.5,0.8,0.7,0.7,0.7,0.6,5.918342527923222e-05,2.0896528202374967e-05,0.1345362404707371,subgenre-theme,novela sentimental,novela de costumbres,9
1,0.005065536499023438,0.0009204864501953125,0.63,10,{'C': 10},1,0.7,0.6,0.3,0.7,0.5,0.8,0.7,0.7,0.7,0.6,5.779998090895428e-05,2.1402446888409297e-05,0.1345362404707371,subgenre-theme,novela sentimental,novela de costumbres,9
2,0.005062913894653321,0.0009160995483398438,0.63,100,{'C': 100},1,0.7,0.6,0.3,0.7,0.5,0.8,0.7,0.7,0.7,0.6,5.359670869778509e-05,2.0696929955624612e-05,0.1345362404707371,subgenre-theme,novela sentimental,novela de costumbres,9
3,0.005067610740661621,0.0009140253067016601,0.63,1000,{'C': 1000},1,0.7,0.6,0.3,0.7,0.5,0.8,0.7,0.7,0.7,0.6,5.31983872944542e-05,1.9495308041201175e-05,0.1345362404707371,subgenre-theme,novela sentimental,novela de costumbres,9
