idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0117,374,169,73,123,9,89,31,2,1,3,5,2,12,0,12,48,1,0,3,17,24,148,14,6,0,0,0,20,0,71,2,1,0,32,8,7,19,34,22,0,0,0,0,8,1,3488,1764,390,1688,134,39,22,15,8,12,5,1,10,0,2,3,3,0,5,0,1,0,0,0,2,0,1,2,0,1,0,0,0,2,0,0,0,1,0,2,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,33,6,9,7,6,1,5,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,2,4,9,0,1,2,2,1,0,1,4,6,6,5,3,0,0,1,0,1,1,0,0,0,2,3,0,0,2,5,2,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0118,989,584,182,197,26,296,64,6,0,0,3,4,55,0,29,102,5,3,79,38,87,372,98,29,1,0,0,212,84,15,0,0,1,107,13,4,52,14,5,0,3,4,1,13,5,8343,6311,537,5298,390,175,53,32,24,26,21,5,25,1,5,5,4,5,15,4,14,3,3,3,2,3,0,4,0,0,2,1,3,1,2,1,0,1,1,1,0,1,1,1,1,0,1,0,0,6,0,2,3,0,2,69,31,24,16,15,13,5,2,3,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,4,1,2,2,1,8,1,3,6,0,1,2,1,0,1,1,0,1,2,1,0,0,1,2,1,2,1,2,1,0,0,0,2,1,2,2,2,1,4,1,6,1,1,0,4,0,0,1,5,3,1,1,0,1,1,3,1,2,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0119,185,105,35,41,4,45,16,0,2,0,0,0,10,1,10,14,1,0,2,5,30,104,0,0,1,0,0,1,0,35,0,0,0,18,8,0,13,1,1,0,0,1,0,3,0,1607,1721,59,588,66,16,15,16,7,3,6,2,2,0,2,0,1,6,5,0,0,0,0,0,0,1,0,0,2,0,4,2,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,8,8,0,3,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,1,0,0,0,0,1,0,1,0,4,1,1,0,0,0,1,0,3,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0120,1542,708,293,449,92,406,107,0,3,0,0,2,56,0,37,223,6,4,7,17,161,682,15,8,1,0,1,26,1,293,0,3,0,142,26,1,208,37,31,0,2,10,2,55,23,12160,7258,1619,9195,509,208,81,80,68,39,12,48,20,0,22,11,9,1,13,1,1,4,0,6,5,2,1,0,1,1,0,0,1,4,8,3,0,1,2,2,0,1,2,3,1,2,0,0,1,0,1,0,4,0,0,133,46,31,36,33,1,1,2,7,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,26,11,22,25,2,21,12,5,2,17,6,2,6,2,1,1,20,12,5,4,1,10,7,3,5,3,2,3,1,4,5,5,2,7,2,3,1,4,4,4,2,0,2,1,6,2,1,3,0,8,18,17,18,1,1,1,4,2,1,2,6,2,0,1,0,0,2,0,2,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0121,260,125,47,77,11,59,25,0,0,0,0,0,16,3,12,20,0,1,5,5,26,119,1,0,5,0,0,6,0,47,0,1,0,26,16,5,23,4,0,0,0,0,0,7,4,1141,1575,140,1080,144,36,21,6,7,9,5,2,1,0,0,1,2,3,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,18,14,11,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,5,2,1,0,1,1,2,1,6,5,0,0,0,0,0,1,1,0,2,0,0,1,1,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,1,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0122,574,324,111,125,14,191,62,1,0,2,0,1,14,0,9,90,1,3,4,7,55,266,11,4,0,0,0,58,43,44,0,4,0,43,4,0,46,22,6,0,1,0,0,11,2,5671,3400,665,4104,220,85,47,38,32,31,5,4,3,0,10,7,7,0,1,0,1,2,0,5,16,0,2,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,72,9,9,15,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,1,7,3,5,4,4,1,1,5,0,4,3,0,4,0,0,0,0,1,0,1,0,1,1,0,1,0,2,0,2,2,2,1,0,1,1,0,2,0,2,0,0,1,1,0,0,0,0,3,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0123,415,202,58,130,25,68,19,3,6,4,2,0,16,0,19,29,8,1,13,34,52,123,31,19,2,0,0,77,25,40,0,1,0,51,13,8,25,19,13,1,0,0,2,13,6,2718,1917,229,1441,100,30,10,13,20,1,7,9,10,0,4,5,4,0,1,4,0,0,0,0,2,0,0,2,5,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,2,0,0,17,8,15,7,3,2,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,6,0,4,0,2,2,0,1,0,4,4,2,2,0,3,1,2,1,4,0,5,10,1,1,1,5,2,4,1,1,0,1,0,2,0,0,0,0,0,0,1,0,2,1,1,0,0,0,7,1,2,0,2,1,3,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0124,540,312,64,143,21,117,62,8,2,1,1,1,17,1,9,43,0,3,10,23,85,198,20,18,0,0,0,114,76,7,0,3,0,58,20,2,20,20,19,0,4,0,0,10,6,2399,2286,291,1744,154,33,49,42,27,22,4,0,7,2,2,6,7,2,2,1,1,0,1,2,0,3,0,3,1,1,3,0,1,0,1,1,1,0,0,3,0,1,0,0,2,3,0,0,0,2,0,4,0,0,0,32,8,5,7,1,3,1,2,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,3,2,2,4,0,7,2,1,1,6,9,4,9,4,3,1,0,0,0,0,0,1,1,0,2,0,1,0,0,3,3,0,0,0,0,2,0,0,0,0,0,3,1,0,0,4,0,0,5,3,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
nh0125,1079,537,250,254,38,253,74,1,3,0,0,2,60,0,41,155,3,0,11,14,177,407,18,6,3,0,1,130,102,117,0,1,0,60,19,3,122,41,8,1,0,2,0,29,6,6779,5487,837,4999,234,114,68,35,109,40,7,14,9,0,24,3,3,6,9,0,1,7,0,6,4,4,0,1,3,0,4,6,0,0,0,0,1,0,0,1,0,2,2,1,3,1,0,0,0,0,0,0,1,0,1,100,38,33,32,17,10,8,8,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,15,7,6,10,12,0,19,8,6,2,2,1,2,2,1,2,6,1,3,1,4,0,2,3,3,5,5,3,2,3,1,0,1,0,1,3,4,1,2,2,1,2,1,0,0,0,0,0,13,11,4,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0126,181,103,10,64,4,62,11,1,0,3,0,1,4,0,0,6,0,0,7,7,15,89,11,3,0,0,0,14,0,10,0,0,0,27,8,0,22,3,2,0,2,0,0,2,0,1247,654,150,446,72,21,8,19,7,9,0,1,2,0,1,0,1,0,3,1,1,0,0,0,2,0,0,1,0,0,0,3,1,0,1,0,0,0,4,2,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,0,0,0,2,0,1,0,3,2,2,1,0,0,0,3,1,0,0,0,0,2,1,1,0,1,2,1,0,1,0,1,0,1,0,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0127,452,315,53,69,15,131,34,1,4,1,0,3,16,0,13,27,1,2,5,48,87,198,16,37,3,0,2,114,56,18,0,1,0,19,6,2,28,9,4,0,0,0,0,12,3,3868,2282,408,1554,117,60,25,24,17,16,24,5,7,0,2,3,3,5,6,6,0,0,1,1,0,1,0,1,2,2,1,0,1,0,3,0,1,1,2,1,0,4,1,0,0,0,0,0,2,1,0,0,0,0,2,12,8,12,7,6,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,6,0,4,3,1,1,2,5,2,0,0,0,0,1,0,1,2,0,2,2,0,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,3,2,2,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0128,460,281,59,115,5,134,91,3,0,0,0,0,9,0,6,45,0,1,3,4,45,280,1,0,0,0,0,1,0,59,0,3,0,28,3,0,67,13,1,0,1,0,0,3,1,3754,3680,476,3230,360,27,70,68,28,18,2,6,3,0,5,9,7,0,0,11,0,1,0,0,2,0,2,2,0,0,0,2,2,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,6,6,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,11,5,2,5,4,2,1,2,1,3,3,1,3,1,4,0,0,4,0,2,0,11,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0129,138,61,35,37,5,36,11,0,1,0,0,0,10,0,6,19,0,0,1,1,12,61,0,0,0,0,0,0,0,35,0,0,0,13,2,5,6,9,2,0,0,0,0,5,0,1816,754,106,755,25,20,11,9,3,1,1,1,1,0,3,0,0,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,6,5,5,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,3,0,0,2,1,1,0,0,4,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0130,490,270,75,139,6,120,65,3,3,2,2,2,18,0,23,37,2,1,8,19,52,188,20,10,0,0,0,82,52,0,0,1,0,38,18,0,64,14,4,0,0,3,0,0,3,2551,1999,334,1670,226,23,37,57,16,11,2,10,7,0,0,11,16,2,0,6,0,1,1,1,1,1,1,0,2,1,0,1,1,0,0,0,0,1,7,0,0,0,1,1,2,0,0,1,0,0,0,3,1,0,0,25,14,21,6,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,3,5,3,0,8,2,0,2,1,3,1,0,0,0,2,4,0,0,3,0,3,0,1,3,3,0,3,1,0,0,0,0,0,1,0,0,1,0,2,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0131,181,96,27,49,9,43,4,0,3,1,0,1,7,0,7,14,0,0,2,7,38,95,0,0,0,0,0,0,0,27,0,0,0,19,8,3,13,3,3,0,1,0,1,6,1,1744,1491,110,875,43,21,4,14,7,7,0,5,0,0,0,0,0,3,0,0,0,0,1,0,0,3,1,0,2,1,1,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,8,0,0,0,0,0,0,1,0,9,6,5,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,1,0,1,0,1,0,2,0,0,1,2,1,1,0,0,2,0,0,1,0,0,0,0,1,0,5,0,0,0,1,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nh0132,407,210,86,87,24,99,50,0,1,1,0,0,22,0,7,59,2,2,5,7,41,157,12,3,2,0,1,53,35,38,0,0,0,27,8,1,34,11,6,0,2,1,0,18,2,2957,2262,276,1543,114,31,32,33,21,15,3,2,10,0,3,6,6,1,1,0,1,0,0,5,1,0,4,0,1,0,1,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,1,0,2,2,1,0,0,0,0,41,16,7,10,7,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,2,0,8,1,2,0,3,3,1,2,1,1,0,1,1,0,0,2,1,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,3,1,0,0,1,1,1,0,0,1,0,0,0,4,5,5,1,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0133,109,51,26,25,7,23,3,1,0,0,0,1,2,0,12,13,0,0,1,4,18,47,2,0,0,1,0,4,1,24,0,0,0,7,0,0,11,3,4,0,0,0,0,6,1,1455,1800,47,815,62,14,3,4,8,2,3,0,0,0,1,0,0,0,0,2,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,10,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0134,85,39,20,17,9,24,4,0,3,1,0,0,0,0,7,14,2,0,1,5,3,38,0,0,1,0,0,1,0,20,0,0,0,6,0,1,5,2,3,1,1,0,0,6,1,1940,846,48,202,53,4,3,9,3,4,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0135,186,80,43,53,10,34,9,1,3,3,0,2,21,0,7,19,1,0,3,10,21,66,12,2,0,0,0,14,0,42,1,0,0,12,2,1,18,12,8,0,0,0,0,5,5,1757,1689,147,869,121,28,9,0,11,3,3,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,1,0,0,0,11,14,7,4,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,0,3,0,1,0,5,0,0,2,2,1,2,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0136,158,82,24,45,7,40,10,3,1,3,0,1,7,0,9,9,1,1,1,9,17,76,2,0,4,0,0,6,0,24,0,0,0,11,8,2,18,4,2,0,0,2,0,4,1,728,990,39,752,59,20,8,4,12,10,1,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,3,1,0,1,7,5,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,0,0,1,0,1,2,1,0,3,0,0,0,0,0,0,0,3,0,2,0,1,3,0,0,1,2,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0137,446,246,63,98,39,136,37,0,1,1,0,3,16,2,13,39,8,5,4,7,46,227,15,0,2,0,0,17,0,63,0,0,0,54,4,0,27,13,0,1,1,2,1,26,7,5916,2561,408,2122,365,38,26,41,23,19,9,5,17,0,10,6,1,1,9,1,0,0,2,0,0,0,1,0,0,1,0,0,2,1,0,0,0,3,0,1,1,0,0,2,2,0,0,1,0,0,4,0,1,0,0,29,12,9,7,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,1,1,4,1,1,1,0,2,0,1,4,0,0,0,1,0,2,0,0,0,0,1,2,0,2,0,0,3,0,0,0,2,1,2,0,1,3,0,0,0,0,4,0,1,0,0,0,15,2,1,2,3,3,1,2,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nh0138,367,194,44,97,32,101,11,0,0,1,1,0,9,0,19,30,0,3,10,11,58,186,3,0,4,1,0,8,0,44,0,1,0,46,6,1,26,16,1,0,1,1,0,15,14,3703,1626,258,1601,117,31,11,32,14,15,4,3,2,0,6,0,0,1,0,2,0,1,0,8,0,2,1,0,0,0,0,1,1,0,0,0,3,0,0,0,1,2,0,0,0,0,1,1,0,0,1,0,0,0,0,22,7,7,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,3,0,2,1,0,4,1,0,2,1,4,0,0,0,0,0,0,1,0,0,0,0,2,0,3,2,0,1,1,0,0,0,0,1,0,1,1,1,1,3,0,1,7,0,0,0,1,0,6,7,0,2,0,0,2,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nh0139,350,211,57,70,12,83,34,1,0,0,0,0,18,0,19,20,2,0,18,14,54,129,23,11,1,0,2,82,45,6,0,0,0,19,3,0,33,11,2,0,6,0,0,5,1,2192,1841,214,1991,78,29,26,33,10,6,2,10,2,0,5,5,1,2,0,0,6,1,0,1,1,1,0,0,0,0,6,0,0,2,0,0,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,18,14,19,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,2,2,2,3,0,3,3,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0140,541,250,86,170,35,121,46,2,2,4,1,8,15,0,10,66,0,3,14,31,31,183,31,16,0,0,0,66,19,61,0,2,0,52,25,3,48,23,15,1,1,1,1,26,5,3857,3465,397,2005,251,41,37,18,14,29,4,2,11,0,7,2,5,1,3,1,0,0,4,2,4,0,1,1,2,0,0,0,2,2,0,0,0,0,0,0,3,1,2,0,1,3,0,0,0,1,1,1,0,0,0,39,3,7,16,6,5,3,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,5,4,2,1,0,5,4,1,3,5,4,5,7,2,0,5,3,1,0,2,0,1,2,1,0,6,0,0,3,1,1,0,3,0,1,0,3,0,2,1,2,2,3,0,3,1,1,21,3,1,2,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
